time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-12-20T23:24:36.690Z,8.7879,-83.8601,10,4.7,mb,,139,0.652,1.12,us,us1000bu20,2017-12-21T03:27:22.085Z,"41km WSW of Ciudad Cortes, Costa Rica",earthquake,2.8,1.8,0.049,126,reviewed,us,us
2017-12-20T20:22:08.770Z,34.7662,46.1785,10,4.7,mb,,105,1.04,0.91,us,us1000btxf,2017-12-21T00:12:26.173Z,"31km W of Javanrud, Iran",earthquake,5.5,1.4,0.049,127,reviewed,us,us
2017-12-20T20:00:27.970Z,-5.7198,131.8032,67.75,4.6,mb,,68,2.303,0.64,us,us1000btwp,2017-12-20T21:47:12.040Z,"105km W of Tual, Indonesia",earthquake,5.2,8.4,0.1,30,reviewed,us,us
2017-12-20T19:57:37.990Z,35.6538,50.9494,10,4.9,mb,,57,4.463,1.35,us,us1000btwi,2017-12-21T14:38:04.357Z,"2km WSW of Malard, Iran",earthquake,5.3,1.9,0.059,90,reviewed,us,us
2017-12-20T18:53:43.400Z,-17.9911,-69.4098,142.44,4.8,mb,,75,0.354,0.62,us,us1000btv2,2017-12-20T19:09:59.040Z,"27km NE of Putre, Chile",earthquake,7.3,6.8,0.071,61,reviewed,us,us
2017-12-20T18:33:30.040Z,-49.6557,117.5154,10,4.7,mb,,108,16.715,1.05,us,us1000btub,2017-12-20T19:21:04.040Z,"Western Indian-Antarctic Ridge",earthquake,11.9,1.7,0.106,27,reviewed,us,us
2017-12-20T18:16:11.200Z,-18.0344,-69.8686,109.87,4.9,mb,,89,0.455,0.85,us,us1000bttr,2017-12-20T19:00:16.040Z,"37km WNW of Putre, Chile",earthquake,5.7,5.8,0.125,20,reviewed,us,us
2017-12-20T15:50:05.370Z,-23.9338,-179.5727,507.65,4.5,mb,,82,5.49,1.22,us,us1000btq0,2017-12-20T22:46:45.040Z,"South of the Fiji Islands",earthquake,11.4,7.8,0.08,46,reviewed,us,us
2017-12-20T15:39:55.700Z,30.6612,131.9051,25.08,4.9,mb,,96,2.607,0.56,us,us1000btpv,2017-12-20T22:40:49.040Z,"87km E of Nishinoomote, Japan",earthquake,5.2,5.4,0.045,153,reviewed,us,us
2017-12-20T14:45:00.330Z,30.7259,131.958,16.7,5.1,mb,,120,2.562,0.77,us,us1000btp6,2017-12-20T15:08:00.040Z,"91km E of Nishinoomote, Japan",earthquake,4.1,4.2,0.041,192,reviewed,us,us
2017-12-20T13:40:54.670Z,30.6252,132.0681,10,5.5,mww,,42,2.69,1.06,us,us1000btna,2017-12-20T16:55:53.040Z,"103km E of Nishinoomote, Japan",earthquake,6.2,1.8,0.062,25,reviewed,us,us
2017-12-20T04:18:22.080Z,34.6844,23.4476,20.25,4.9,mb,,128,3.163,1.02,us,us1000btgz,2017-12-20T04:33:28.040Z,"64km SSW of Palaiochora, Greece",earthquake,7,5.8,0.068,68,reviewed,us,us
2017-12-20T04:13:36.450Z,11.6677,-61.1797,52.82,4.6,mb,,129,0.654,0.75,us,us1000btgv,2017-12-20T11:52:28.522Z,"66km SE of Saint David's, Grenada",earthquake,7.5,12.1,0.132,17,reviewed,us,us
2017-12-19T22:52:51.960Z,-20.503,-173.9329,10,5.3,mb,,76,6.872,1.72,us,us1000bte7,2017-12-20T22:00:16.040Z,"89km SSE of Pangai, Tonga",earthquake,10.2,1.8,0.046,158,reviewed,us,us
2017-12-19T19:49:25.590Z,41.0007,141.8716,62.39,4.6,mb,,141,0.647,0.75,us,us1000bta9,2017-12-20T18:36:42.040Z,"55km NE of Misawa, Japan",earthquake,5.4,6.1,0.066,72,reviewed,us,us
2017-12-19T18:58:39.060Z,-42.6004,-83.3347,10,5,mb,,164,7.125,0.79,us,us1000bt8t,2017-12-20T17:41:32.040Z,"West Chile Rise",earthquake,10,1.9,0.045,157,reviewed,us,us
2017-12-19T18:20:12.870Z,-24.2605,-67.0364,171.15,4.8,mb,,32,1.671,0.86,us,us1000bt7m,2017-12-20T17:25:23.634Z,"73km W of San Antonio de los Cobres, Argentina",earthquake,6.6,6.6,0.035,257,reviewed,us,us
2017-12-19T17:52:36.460Z,33.4683,141.2558,33.06,4.9,mb,,114,1.258,1.23,us,us1000bt70,2017-12-20T16:54:19.040Z,"142km ENE of Hachijo-jima, Japan",earthquake,4.9,4.3,0.042,181,reviewed,us,us
2017-12-19T17:40:55.500Z,29.9671,95.1042,26.88,5.1,mb,,23,3.465,0.71,us,us1000bt6r,2017-12-20T16:37:04.040Z,"64km WNW of Zhamog, China",earthquake,7.1,4.1,0.039,217,reviewed,us,us
2017-12-19T14:13:35.770Z,13.312,-91.4965,10,4.5,mb,,143,1.22,0.76,us,us1000bt2g,2017-12-19T15:57:36.040Z,"98km SSW of La Gomera, Guatemala",earthquake,7.2,1.9,0.051,111,reviewed,us,us
2017-12-19T13:23:32.950Z,9.7816,93.5519,21.31,4.9,mb,,49,2.024,0.69,us,us1000bt2a,2017-12-19T15:16:35.040Z,"202km N of Mohean, India",earthquake,7.5,5.3,0.074,57,reviewed,us,us
2017-12-19T13:14:37.550Z,-26.0357,-70.4685,44.98,4.8,mb,,66,0.161,0.72,us,us1000bt1n,2017-12-19T20:20:20.713Z,"55km NW of Diego de Almagro, Chile",earthquake,6.9,5.5,0.091,41,reviewed,us,us
2017-12-19T13:02:33.080Z,30.8167,57.2994,10,4.5,mb,,95,5.928,0.71,us,us1000bt1k,2017-12-19T14:27:22.040Z,"62km NNE of Kerman, Iran",earthquake,7.9,1.7,0.108,28,reviewed,us,us
2017-12-19T09:11:59.110Z,24.61,127.4621,10,4.7,mb,,140,2.334,1.12,us,us1000bsz8,2017-12-19T09:55:34.040Z,"169km S of Itoman, Japan",earthquake,4.3,1.9,0.159,12,reviewed,us,us
2017-12-19T07:47:36.410Z,21.5806,143.1409,292.58,4.9,mb,,103,5.559,0.65,us,us1000bsyd,2017-12-19T08:05:17.040Z,"216km WNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,9.1,7.9,0.033,288,reviewed,us,us
2017-12-19T05:35:29.950Z,-21.9224,-114.2496,10,5.6,mb,,77,39.775,0.97,us,us1000bsxu,2017-12-19T23:57:14.040Z,"Southern East Pacific Rise",earthquake,8.7,1.8,0.027,473,reviewed,us,us
2017-12-19T02:33:56.070Z,30.7416,131.9478,33.54,4.8,mb,,140,2.544,0.9,us,us1000bsxf,2017-12-19T03:19:20.040Z,"90km E of Nishinoomote, Japan",earthquake,8.7,7.2,0.08,48,reviewed,us,us
2017-12-19T01:40:52.950Z,30.7677,131.9838,31.22,4.7,mb,,100,1.506,0.58,us,us1000bswq,2017-12-19T02:14:04.040Z,"94km E of Nishinoomote, Japan",earthquake,7.5,5.3,0.061,82,reviewed,us,us
2017-12-18T23:28:28.000Z,30.6862,132.0501,7.41,5.1,mb,,59,2.628,0.73,us,us1000bsus,2017-12-18T23:49:48.040Z,"100km E of Nishinoomote, Japan",earthquake,6.6,3.5,0.035,261,reviewed,us,us
2017-12-18T23:25:34.370Z,-9.1692,123.8345,101.59,4.8,mb,,74,0.722,1.08,us,us1000bsuk,2017-12-18T23:42:37.040Z,"47km N of Naisano Dua, Indonesia",earthquake,8,6.1,0.116,23,reviewed,us,us
2017-12-18T21:54:33.490Z,38.1305,141.7729,52.25,4.8,mwr,,133,0.819,0.8,us,us1000bssy,2017-12-19T11:29:43.932Z,"52km SE of Ishinomaki, Japan",earthquake,7.7,6.6,0.078,16,reviewed,us,us
2017-12-18T21:08:42.050Z,-6.0779,128.7397,283.54,4.8,mb,,82,3.167,1.08,us,us1000bsrl,2017-12-18T22:08:04.040Z,"268km SSE of Amahusu, Indonesia",earthquake,9,8.9,0.139,16,reviewed,us,us
2017-12-18T18:39:38.870Z,40.4592,122.9948,10,4.6,mb,,98,4.106,0.68,us,us1000bspk,2017-12-19T04:49:06.440Z,"11km ESE of Jianyi, China",earthquake,5.8,1.6,0.062,78,reviewed,us,us
2017-12-18T16:25:25.710Z,-21.8367,168.9933,9.84,5.1,mb,,103,0.963,0.91,us,us2000c5mx,2017-12-20T22:09:50.040Z,"119km ESE of Tadine, New Caledonia",earthquake,6.8,2.8,0.06,92,reviewed,us,us
2017-12-18T15:47:38.350Z,-24.2767,-67.2511,207.28,4.6,mb,,64,1.569,0.55,us,us2000c5mh,2017-12-18T16:26:53.040Z,"94km W of San Antonio de los Cobres, Argentina",earthquake,9.7,11.6,0.273,4,reviewed,us,us
2017-12-18T15:09:29.550Z,0.0406,123.479,144.46,4.9,mb,,55,1.286,1.15,us,us2000c5ma,2017-12-18T15:50:43.040Z,"47km SE of Bilungala, Indonesia",earthquake,8.2,6.7,0.061,85,reviewed,us,us
2017-12-18T10:41:06.840Z,16.8193,-94.8979,19.64,4.5,mb,,143,2.701,1.4,us,us2000c5jv,2017-12-18T17:12:50.322Z,"16km ESE of Matias Romero, Mexico",earthquake,3.6,6.2,0.037,216,reviewed,us,us
2017-12-17T23:41:16.560Z,10.0395,140.1547,10,5.5,mb,,89,5.808,0.83,us,us2000c5hb,2017-12-18T16:43:55.040Z,"50km NW of Fais, Micronesia",earthquake,8.4,1.9,0.067,78,reviewed,us,us
2017-12-17T18:57:58.740Z,-5.8965,154.7359,156.32,5.2,mb,,63,3.071,0.72,us,us2000c5fn,2017-12-18T22:13:29.040Z,"95km WNW of Arawa, Papua New Guinea",earthquake,9.4,7.4,0.061,89,reviewed,us,us
2017-12-17T15:53:22.980Z,2.2841,128.1717,30.94,4.7,mb,,105,1.704,0.86,us,us2000c5et,2017-12-17T16:38:13.040Z,"64km NNE of Tobelo, Indonesia",earthquake,9.1,5.9,0.087,40,reviewed,us,us
2017-12-17T14:32:14.920Z,10.3999,125.9228,48.82,5.1,mb,,44,3.326,1.08,us,us2000c5eq,2017-12-20T04:40:34.967Z,"38km E of Loreto, Philippines",earthquake,10,5,0.044,170,reviewed,us,us
2017-12-17T14:25:18.280Z,10.0651,140.3501,10,5.3,mb,,50,5.641,1.05,us,us2000c5ep,2017-12-18T22:25:48.040Z,"37km NNW of Fais, Micronesia",earthquake,11.4,1.8,0.041,196,reviewed,us,us
2017-12-17T14:06:59.570Z,-57.8682,-25.4427,35,4.9,mb,,83,7.147,0.49,us,us2000c5en,2017-12-18T03:19:56.058Z,"144km NNE of Bristol Island, South Sandwich Islands",earthquake,12.4,2,0.108,27,reviewed,us,us
2017-12-17T12:12:59.140Z,-1.8236,100.3821,57.03,4.7,mb,,183,2.234,0.88,us,us2000c5ef,2017-12-17T12:40:31.040Z,"56km SSW of Painan, Indonesia",earthquake,9.2,7.2,0.113,24,reviewed,us,us
2017-12-17T11:42:17.610Z,55.1137,167.1272,29.68,4.6,mb,,136,5.413,0.71,us,us2000c5e6,2017-12-17T11:58:33.040Z,"72km E of Nikol'skoye, Russia",earthquake,10.5,5.6,0.051,114,reviewed,us,us
2017-12-17T09:16:31.930Z,0.5851,-80.0762,54.15,4.6,mb,,142,1.661,1.39,us,us2000c5dx,2017-12-17T09:32:50.040Z,"5km WSW of Muisne, Ecuador",earthquake,6.5,8.7,0.092,35,reviewed,us,us
2017-12-17T08:15:28.790Z,7.756,126.5493,70.14,4.7,mb,,99,1.179,0.62,us,us2000c5dr,2017-12-17T09:14:34.040Z,"5km ENE of Taytayan, Philippines",earthquake,9,7.5,0.063,77,reviewed,us,us
2017-12-17T06:53:32.270Z,7.3857,-80.1761,10,4.5,mb,,115,1.8,0.96,us,us2000c5d6,2017-12-18T07:03:11.366Z,"22km SW of Pedasi, Panama",earthquake,6.5,1.9,0.163,11,reviewed,us,us
2017-12-17T06:35:28.540Z,7.3377,-80.1821,10,4.7,mb,,116,1.848,0.91,us,us2000c5d4,2017-12-20T11:32:03.147Z,"27km SW of Pedasi, Panama",earthquake,6.8,1.9,0.049,127,reviewed,us,us
2017-12-17T06:20:41.960Z,27.6347,94.2519,16.38,4.6,mb,,113,2.973,0.71,us,us2000c5d1,2017-12-17T14:33:02.566Z,"36km WNW of Dhemaji, India",earthquake,8.1,4.8,0.094,34,reviewed,us,us
2017-12-17T05:20:37.630Z,45.3606,151.6945,18.87,4.8,mb,,170,6.408,0.72,us,us2000c5ct,2017-12-17T06:12:17.040Z,"299km E of Kuril'sk, Russia",earthquake,11.4,6.5,0.057,95,reviewed,us,us
2017-12-17T02:28:04.350Z,-24.2122,-67.094,167.97,4.8,mww,,51,1.601,1.33,us,us2000c5c6,2017-12-17T02:46:39.040Z,"78km W of San Antonio de los Cobres, Argentina",earthquake,6.4,6.1,0.063,24,reviewed,us,us
2017-12-16T22:40:50.870Z,-59.6397,-151.0349,10,5.2,mb,,120,22.255,0.75,us,us2000c5bf,2017-12-19T20:37:26.040Z,"Pacific-Antarctic Ridge",earthquake,5.8,1.9,0.08,52,reviewed,us,us
2017-12-16T17:28:30.120Z,28.0287,139.1964,507.64,4.7,mb,,42,2.81,0.71,us,us2000c594,2017-12-19T17:03:02.040Z,"Bonin Islands, Japan region",earthquake,8.7,6,0.027,426,reviewed,us,us
2017-12-16T17:05:39.850Z,-15.093,-173.2735,10,4.9,mb,,82,1.866,0.98,us,us2000c58t,2017-12-19T15:37:50.040Z,"107km NNE of Hihifo, Tonga",earthquake,8.7,1.9,0.067,70,reviewed,us,us
2017-12-16T16:57:04.680Z,34.2952,26.3671,10,4.8,mb,,72,1.409,1.15,us,us2000c58s,2017-12-16T17:27:11.040Z,"90km SSE of Makry Gialos, Greece",earthquake,7.3,1.9,0.061,83,reviewed,us,us
2017-12-16T14:38:00.130Z,0.9553,-27.7746,10,5.3,mww,,64,14.522,1.08,us,us2000c58g,2017-12-16T16:41:00.181Z,"Central Mid-Atlantic Ridge",earthquake,12.6,1.9,0.071,19,reviewed,us,us
2017-12-16T11:22:23.950Z,-17.2852,-177.6537,382.6,5.4,mww,,46,6.581,1.1,us,us2000c57n,2017-12-19T20:51:15.040Z,"Fiji region",earthquake,11.7,5.6,0.073,18,reviewed,us,us
2017-12-16T10:56:31.900Z,-5.7549,147.9104,24.77,4.5,mb,,93,3.701,0.76,us,us2000c57k,2017-12-17T03:22:36.591Z,"93km N of Finschhafen, Papua New Guinea",earthquake,5.1,8.8,0.115,22,reviewed,us,us
2017-12-16T05:05:58.500Z,-59.6554,-150.6643,10,5,mb,,132,22.42,0.62,us,us2000c565,2017-12-16T05:22:35.040Z,"Pacific-Antarctic Ridge",earthquake,14.8,1.9,0.1,32,reviewed,us,us
2017-12-16T01:41:46.840Z,45.4878,151.6929,13.5,4.7,mb,,182,6.369,0.68,us,us2000c55r,2017-12-16T02:30:01.040Z,"299km E of Kuril'sk, Russia",earthquake,12.6,7.3,0.086,41,reviewed,us,us
2017-12-16T00:56:47.010Z,46.0459,151.1259,35,4.9,mb,,133,5.847,1.22,us,us2000c556,2017-12-16T01:37:14.040Z,"268km ENE of Kuril'sk, Russia",earthquake,9.6,2,0.042,178,reviewed,us,us
2017-12-16T00:22:26.240Z,-7.9176,106.7931,10,5.4,mww,,27,2.784,1.1,us,us2000c551,2017-12-18T20:36:03.040Z,"54km S of Tegalbuleud, Indonesia",earthquake,6.2,1.7,0.078,16,reviewed,us,us
2017-12-15T23:13:26.620Z,16.0162,-101.0844,19.08,4.5,mb,,284,3.763,1.15,us,us2000c547,2017-12-17T00:48:37.040Z,"140km SSW of San Jeronimo de Juarez, Mexico",earthquake,16.2,8.7,0.04,184,reviewed,us,us
2017-12-15T21:53:19.860Z,-56.3586,-26.7386,51.06,5.1,mb,,59,5.941,0.98,us,us2000c537,2017-12-15T22:14:53.040Z,"47km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.9,5,0.059,94,reviewed,us,us
2017-12-15T21:27:30.900Z,0.6,122.3305,89.11,4.9,mb,,61,1.629,0.99,us,us2000c52u,2017-12-15T22:20:15.040Z,"8km NNW of Tilamuta, Indonesia",earthquake,5.2,7.1,0.085,43,reviewed,us,us
2017-12-15T17:58:42.600Z,39.6876,141.9842,35,5.2,mb,,74,1.306,0.8,us,us2000c4yj,2017-12-19T19:54:50.164Z,"6km NNE of Miyako, Japan",earthquake,5.4,1.9,0.029,392,reviewed,us,us
2017-12-15T16:47:56.930Z,-7.7343,108.023,91.86,6.5,mww,,84,2.483,0.94,us,us2000c4v8,2017-12-18T05:50:01.378Z,"0km ESE of Cipatujah, Indonesia",earthquake,8.5,6.6,0.053,34,reviewed,us,us
2017-12-15T14:14:09.740Z,-18.0379,-70.161,96.63,5.1,mb,,122,0.373,0.72,us,us2000c4ue,2017-12-15T14:32:24.330Z,"9km ESE of Tacna, Peru",earthquake,6.1,6,0.164,12,reviewed,us,us
2017-12-15T12:52:38.010Z,-21.9142,-174.5735,10,5.1,mb,,82,5.19,1.2,us,us2000c4tw,2017-12-15T13:13:00.040Z,"75km SSE of `Ohonua, Tonga",earthquake,11.9,1.8,0.084,46,reviewed,us,us
2017-12-15T12:38:24.270Z,35.0891,101.6743,12.55,4.7,mb,,65,8.151,0.56,us,us2000c4tn,2017-12-15T13:22:00.040Z,"53km WSW of Duowa, China",earthquake,7.4,5.2,0.084,43,reviewed,us,us
2017-12-15T12:12:09.400Z,-21.9096,-174.618,10,5.3,mww,,40,5.222,1.59,us,us2000c4th,2017-12-15T12:33:11.040Z,"72km SSE of `Ohonua, Tonga",earthquake,9.6,1.8,0.078,16,reviewed,us,us
2017-12-15T11:11:01.750Z,-8.749,-75.6665,39.81,4.8,mb,,129,3.101,1.15,us,us2000c4t2,2017-12-15T17:34:30.296Z,"70km NNE of Tingo Maria, Peru",earthquake,8.7,7.3,0.044,158,reviewed,us,us
2017-12-15T09:07:44.690Z,14.7007,-91.5225,110.54,5.1,mww,,70,0.241,1.29,us,us2000c4rw,2017-12-16T12:49:43.301Z,"5km NNE of Pueblo Nuevo, Guatemala",earthquake,7.5,4.5,0.065,23,reviewed,us,us
2017-12-15T08:38:49.640Z,54.7681,-156.8793,0,4.6,mb,,,,0.93,us,us2000c4rg,2017-12-21T02:08:35.447Z,"142km SW of Chirikof Island, Alaska",earthquake,8.2,5.3,0.084,42,reviewed,ak,us
2017-12-15T08:09:32.730Z,30.2033,130.7592,35.02,4.7,mb,,94,2.914,0.7,us,us2000c4r7,2017-12-15T08:33:01.040Z,"63km SSW of Nishinoomote, Japan",earthquake,7.2,8.1,0.09,38,reviewed,us,us
2017-12-15T05:51:23.140Z,-13.3478,-109.8185,10,4.7,mb,,152,13.748,0.5,us,us2000c4q9,2017-12-15T08:38:03.040Z,"Central East Pacific Rise",earthquake,14.4,1.9,0.087,40,reviewed,us,us
2017-12-15T02:42:26.490Z,35.1994,139.9273,91.66,4.5,mb,,132,1.524,0.99,us,us2000c4pc,2017-12-15T18:20:49.122Z,"14km SSE of Kimitsu, Japan",earthquake,7.5,7.7,0.072,61,reviewed,us,us
2017-12-14T23:48:35.210Z,36.5741,70.8715,204.78,4.5,mb,,72,0.599,0.69,us,us2000c4n2,2017-12-17T00:31:40.040Z,"32km S of Jarm, Afghanistan",earthquake,6.1,5.5,0.049,124,reviewed,us,us
2017-12-14T23:40:28.830Z,-7.4253,156.3159,35,4.9,mb,,93,4.112,0.77,us,us2000c4n0,2017-12-17T00:17:27.040Z,"90km SSW of Chirovanga, Solomon Islands",earthquake,8.6,1.9,0.055,104,reviewed,us,us
2017-12-14T20:36:37.910Z,-21.2182,169.5371,20.96,5.3,mww,,90,1.428,1.05,us,us2000c4ki,2017-12-15T09:48:08.551Z,"175km ENE of Tadine, New Caledonia",earthquake,10.1,4.6,0.071,19,reviewed,us,us
2017-12-14T18:54:27.150Z,35.15,101.8754,9.01,5.3,mb,,25,8.05,0.83,us,us2000c4i9,2017-12-14T22:57:35.451Z,"34km W of Duowa, China",earthquake,7.3,1.1,0.034,291,reviewed,us,us
2017-12-14T18:06:47.760Z,-17.1317,-173.9768,90,4.6,mb,,135,3.841,0.55,us,us2000c4gu,2017-12-14T19:25:43.040Z,"132km S of Hihifo, Tonga",earthquake,6.3,2,0.132,17,reviewed,us,us
2017-12-14T11:34:15.020Z,1.6228,-102.3301,10,4.8,mb,,205,16.267,0.93,us,us2000c4as,2017-12-14T11:48:02.040Z,"Galapagos Triple Junction region",earthquake,15.5,2,0.034,261,reviewed,us,us
2017-12-14T10:39:29.860Z,44.043,149.382,35.43,4.9,mb,,113,4.892,1,us,us2000c4af,2017-12-14T11:30:50.040Z,"177km SE of Kuril'sk, Russia",earthquake,9.3,6.2,0.033,413,reviewed,us,us
2017-12-14T01:11:09.440Z,7.3313,-80.9932,11.89,4.6,mb,,127,2.152,0.9,us,us2000c456,2017-12-14T17:54:53.970Z,"58km SSW of Las Minas, Panama",earthquake,5.9,5.1,0.04,190,reviewed,us,us
2017-12-13T18:03:42.790Z,-54.2156,2.1483,10,6.5,mww,,23,19.84,0.99,us,us2000c3y6,2017-12-13T22:58:07.166Z,"82km WNW of Bouvet Island, Bouvet Island",earthquake,10.3,1.7,0.041,57,reviewed,us,us
2017-12-13T13:37:31.210Z,2.3965,98.9461,135.73,4.6,mb,,76,0.296,0.76,us,us2000c3tv,2017-12-13T15:01:48.060Z,"29km S of Parapat, Indonesia",earthquake,7,7.2,0.087,39,reviewed,us,us
2017-12-13T09:13:07.740Z,13.2324,143.8602,147.27,4.6,mb,,101,1.043,0.84,us,us2000c3sb,2017-12-13T09:38:25.341Z,"87km W of Merizo Village, Guam",earthquake,12.5,3,0.057,92,reviewed,us,us
2017-12-13T07:30:07.980Z,34.9784,23.7561,38.63,4.8,mb,,70,0.979,1.26,us,us2000c3ru,2017-12-13T07:45:21.244Z,"29km SSE of Palaiochora, Greece",earthquake,4.6,5.2,0.074,56,reviewed,us,us
2017-12-13T02:15:20.850Z,-35.2101,-72.7559,23.77,4.5,mb,,93,0.705,0.68,us,us2000c3q1,2017-12-13T03:10:40.264Z,"33km WNW of Constitucion, Chile",earthquake,5.7,6.7,0.181,9,reviewed,us,us
2017-12-13T02:00:39.120Z,55.7843,161.0731,108.8,4.8,mb,,88,3.108,0.84,us,us2000c3q0,2017-12-21T02:18:41.040Z,"100km WSW of Ust'-Kamchatsk Staryy, Russia",earthquake,7.8,4.4,0.031,317,reviewed,us,us
2017-12-13T01:39:10.530Z,5.6533,-32.6992,10,4.6,mb,,105,12.867,0.94,us,us2000c3px,2017-12-13T01:59:07.040Z,"Central Mid-Atlantic Ridge",earthquake,14.4,1.9,0.087,39,reviewed,us,us
2017-12-12T23:27:37.160Z,30.7658,57.2802,10,4.5,mb,,54,5.53,0.83,us,us2000c3nu,2017-12-21T03:30:05.130Z,"56km NNE of Kerman, Iran",earthquake,8,1.9,0.071,59,reviewed,us,us
2017-12-12T21:49:41.780Z,30.8658,57.2854,10,5,mb,,73,5.46,0.92,us,us2000c3ms,2017-12-12T23:02:40.207Z,"63km SE of Ravar, Iran",earthquake,4.6,1.9,0.075,57,reviewed,us,us
2017-12-12T21:41:31.990Z,30.8389,57.276,10,6,mww,,24,5.484,0.83,us,us2000c3mi,2017-12-17T05:38:29.628Z,"64km NNE of Kerman, Iran",earthquake,6.4,1.7,0.071,19,reviewed,us,us
2017-12-12T19:55:36.610Z,-7.1185,130.6478,81.89,4.7,mb,,37,1.074,0.78,us,us2000c3jy,2017-12-13T15:20:55.040Z,"117km NW of Saumlaki, Indonesia",earthquake,7.6,6.7,0.067,75,reviewed,us,us
2017-12-12T16:50:21.870Z,30.8469,57.3656,10,4.5,mb,,92,5.421,0.77,us,us2000c3er,2017-12-13T00:53:04.776Z,"68km NNE of Kerman, Iran",earthquake,8.7,1.9,0.083,42,reviewed,us,us
2017-12-12T15:34:24.230Z,17.6688,-95.1613,108.73,4.8,mb,,106,3.206,1.05,us,us2000c3dw,2017-12-13T22:10:24.707Z,"25km S of San Juan Evangelista, Mexico",earthquake,8.4,8.2,0.028,384,reviewed,us,us
2017-12-12T14:37:52.500Z,-14.2206,165.3312,10,4.5,mb,,209,6.77,0.52,us,us2000c3di,2017-12-12T15:27:12.040Z,"206km WNW of Port-Olry, Vanuatu",earthquake,7.5,2,0.144,16,reviewed,us,us
2017-12-12T08:53:21.580Z,15.2736,-94.1801,44.66,4.9,mb,,159,2.207,1.07,us,us2000c3al,2017-12-13T00:31:36.943Z,"90km SSW of Paredon, Mexico",earthquake,8,8.4,0.029,368,reviewed,us,us
2017-12-12T08:43:18.730Z,30.7559,57.2899,10,5.9,mww,,49,5.53,1.01,us,us2000c3ag,2017-12-14T04:01:57.040Z,"56km NNE of Kerman, Iran",earthquake,7.5,1.8,0.073,18,reviewed,us,us
2017-12-12T02:23:09.940Z,-7.2203,107.0503,94.67,4.5,mb,,88,3.368,0.91,us,us2000c35s,2017-12-15T17:10:15.301Z,"2km N of Gunungwaru Satu, Indonesia",earthquake,8.2,9.8,0.144,14,reviewed,us,us
2017-12-11T23:57:07.750Z,-48.9832,108.6437,10,4.9,mb,,89,23.39,0.88,us,us2000c5lm,2017-12-19T06:13:41.040Z,"Southeast Indian Ridge",earthquake,15.3,1.9,0.15,14,reviewed,us,us
